date,open,high,low,close,volume
2006-01-03,14.754491751897802,15.018068737305224,14.584630059739204,14.977067947387695,56401200
2006-01-04,14.99464165587922,15.193789326778862,14.988784240007131,15.176217079162598,46188800
2006-01-05,15.187936279086957,15.50422900683333,15.176221443973487,15.387084007263184,54876800
2006-01-06,15.510081991451658,15.597940995315316,15.351935114184364,15.410508155822754,45703200
2006-01-09,15.457367517531129,15.527655396172396,15.281649496709846,15.504225730895996,39457800
2006-01-10,15.39879775691043,15.469084528260346,15.182077791340662,15.299223899841309,47031300
2006-01-11,15.305078557605736,15.42222465353694,15.170361329316432,15.310935974121094,52999900
2006-01-12,15.258218186033996,15.533511137405297,15.152788055223246,15.211359977722168,54026700
2006-01-13,15.205500166784269,15.334361057233798,14.959495449790005,15.105927467346191,46308900
2006-01-17,14.988789045587506,15.082505495211825,14.830642117900892,14.94778823852539,88055500
2006-01-18,13.39560608444896,13.506893651855323,13.096884531393307,13.237459182739258,282028400
2006-01-19,13.35460279863186,13.395604711946255,13.114454320872776,13.120311737060549,196293400
2006-01-20,13.143743540563674,13.16131467479826,12.739590695346902,12.745448112487791,155195000
2006-01-23,12.83916060761532,12.845018022956555,12.358863721511309,12.505295753479004,155081900
2006-01-24,12.610732248607832,12.645875638107498,12.440870484514395,12.464300155639648,105641800
2006-01-25,12.534584657986638,12.546299491421502,12.358866625215706,12.423295974731444,110311300
2006-01-26,12.534579918888502,12.739584957737891,12.458435764726628,12.587295532226562,101961600
2006-01-27,12.739591989347014,12.82745102100832,12.622445869006476,12.692733764648438,75188600
2006-01-30,12.78644819017802,12.845021241077218,12.645873538332763,12.68101692199707,60422500
2006-01-31,12.704449569938117,12.716163289115798,12.446728755828246,12.45258617401123,79350800
2006-02-01,12.44086587659419,12.645870954256315,12.43500846098238,12.622441291809082,71658400
2006-02-02,12.628299903131634,12.698587779940754,12.40572367474724,12.417438507080078,87473400
2006-02-03,12.440979322760189,12.458634854122602,12.199692673220992,12.205577850341797,101402300
2006-02-06,12.27031403053522,12.27031403053522,12.06433731528981,12.129073143005373,66858200
2006-02-07,12.13495912232886,12.323280318148656,12.07610846801446,12.164383888244627,95298200
2006-02-08,12.229119720238758,12.264429663834251,12.087878823373911,12.164383888244627,77601800
2006-02-09,12.22322874896279,12.505710408801123,12.193802874511505,12.3585844039917,81803900
2006-02-10,12.370358510485415,12.558679674234936,12.24677204522312,12.529254913330078,83023300
2006-02-13,12.46451785281232,12.617529063763104,12.399782038280144,12.435091972351074,65889500
2006-02-14,12.464517898436895,12.635183515806562,12.43509201786794,12.576333999633787,60125600
2006-02-15,12.564562797546388,12.635182661170054,12.482171460008782,12.564562797546388,67175700
2006-02-16,12.570447973262109,12.623413432221104,12.464517055344114,12.564562797546388,70607000
2006-02-17,12.358589444931026,12.382130154094064,12.099647256551574,12.129073143005373,116649100
2006-02-21,12.158494987216375,12.211460447631213,12.064334418141678,12.134955406188965,67212800
2006-02-22,12.017255739328988,12.034911269320542,11.71123328770477,11.858359336853027,138566500
2006-02-23,11.87601620132504,12.058452208473645,11.699464249018792,11.940752029418944,85297300
2006-02-24,11.881897394477914,12.081988866508413,11.846586342367292,11.981943130493164,73154000
2006-02-27,12.046685897016166,12.235008267178792,12.023146302297825,12.076111793518066,87156900
2006-02-28,12.09376879173282,12.36448148494897,12.064344011430018,12.123194694519045,93248100
2006-03-01,12.199695376438768,12.358591826460612,12.164385428372697,12.240890502929688,80722800
2006-03-02,12.17026873410158,12.264429329444186,11.993716775972066,12.058452606201172,86237800
2006-03-03,11.752428794504398,12.052566079492012,11.687694094004671,11.95840549468994,202812000
2006-03-06,12.02313662474642,12.09964164910529,11.905435378444167,11.946630477905272,81728300
2006-03-07,11.858361557427292,11.887787446256786,11.67004035885008,11.80539608001709,90707500
2006-03-08,11.775965690612791,11.881896594850884,11.664149611418992,11.775965690612791,82850000
2006-03-09,11.799509965999588,11.864245793805017,11.611188782365032,11.62295913696289,69718300
2006-03-10,11.670040976547831,11.781857115052588,11.640616208643769,11.681811332702637,61506700
2006-03-13,11.74065958103633,12.064336451473007,11.587648349880698,11.611187934875488,80524700
2006-03-14,11.611185872674062,11.711231616719427,11.558220412739308,11.628841400146484,69318400
2006-03-15,11.646498337441342,11.752428147651264,11.61118727822205,11.723003387451172,69788800
2006-03-16,11.799510335486271,11.81716586793592,11.55822367108856,11.564108848571776,66058200
2006-03-17,11.622960715940945,11.634731072137804,11.41698397242768,11.499375343322754,110821300
2006-03-20,11.446409602866328,11.740661766204967,11.446409602866328,11.54645538330078,58650100
2006-03-21,11.640613555908203,11.958405242286965,11.534682619621051,11.640613555908203,124284600
2006-03-22,11.569994837303035,11.79362710741425,11.53468489241076,11.758316040039062,84910700
2006-03-23,11.758313010959045,11.86424394082973,11.587647385876087,11.59353256225586,84336400
2006-03-24,11.62296248216118,11.664157612627235,11.364020218896242,11.534687042236328,60424100
2006-03-27,11.5464540770424,11.723004906079098,11.5464540770424,11.62295913696289,60280300
2006-03-28,11.622960668776049,11.68769650511314,11.511144530325511,11.52291488647461,72692200
2006-03-29,11.540567755484542,11.746543328110404,11.481717110813143,11.66415309906006,78986300
2006-03-30,11.711232722403476,11.787738892857911,11.564106680356993,11.59353256225586,70641700
2006-03-31,11.640613780391137,11.699463303923157,11.387556788265698,11.45229148864746,87499200
2006-04-03,11.581756590383044,11.59352693743198,11.381665180479438,11.387550354003906,73344300
2006-04-04,11.41109879645282,11.47583463306465,11.32870854802536,11.35813331604004,67093000
2006-04-05,11.381676240988346,11.493492401650029,11.346366288010037,11.464066505432127,73019400
2006-04-06,11.469947272966168,11.534683097262905,11.37578668625241,11.405211448669434,51707700
2006-04-07,11.452290218666672,11.511140858155269,11.322819709777832,11.322819709777832,54523300
2006-04-10,11.358129190809722,11.458174937199514,11.328704433482006,11.393440246582031,52152400
2006-04-11,11.434631227589657,11.452285626619505,11.252195328561047,11.275734901428224,60169600
2006-04-12,11.263971266202647,11.340477449197492,11.240431679307711,11.252202033996582,44072500
2006-04-13,11.293397970874796,11.528799469287645,11.281627615333433,11.446409225463867,77378500
2006-04-17,11.422870375390652,11.4934913976615,11.175698481167297,11.293399810791016,76273800
2006-04-18,11.334590570175427,11.464061084866987,10.94617790361811,11.41109561920166,78082100
2006-04-19,11.369901846453669,11.534683439330813,11.299281965565442,11.51114273071289,103771800
2006-04-20,11.634730424194144,11.734776201329964,11.41698333661046,11.446409225463867,127052000
2006-04-21,11.487604818572626,11.77008662825484,11.193352652866256,11.21689224243164,92182400
2006-04-24,11.140383824470886,11.32870497431686,11.122728295741853,11.128613471984863,67594200
2006-04-25,11.146272039270476,11.299283295852982,11.034455905136545,11.269857406616213,90281100
2006-04-26,11.269854404024086,11.522911371624636,11.252199997668534,11.469945907592772,85359800
2006-04-27,11.411096204319914,11.887785419750706,11.299281213277556,11.817164421081545,134460200
2006-04-28,11.764201217934929,11.928982831570409,11.71712091725092,11.758316040039062,89978400
2006-05-01,11.805393098139511,11.864243738450762,11.452290378754618,11.469945907592772,75869800
2006-05-02,11.558223822325102,11.605304120324034,11.481718759007904,11.528799057006836,52909500
2006-05-03,11.546539334890973,11.753572791709349,11.309930153487793,11.333590507507324,68692200
2006-05-04,11.404574287325554,11.505133334519376,11.363166691693824,11.440065383911133,42441200
2006-05-05,11.493303729330917,11.623438515173088,11.45781262923609,11.54062557220459,51087200
2006-05-08,11.61752993649743,11.960613779991478,11.61752993649743,11.895546913146973,102795400
2006-05-09,11.789068368808731,11.889627450165673,11.70625540589431,11.771322250366213,66287600
2006-05-10,11.74174674914508,11.818644340781791,11.53471320948036,11.582035064697266,60520500
2006-05-11,11.58203916270588,11.59386991275662,11.363174799736866,11.451904296875,56976700
2006-05-12,11.404581765201169,11.5465473728706,11.25670078284855,11.262616157531738,66530900
