date,open,high,low,close,volume
2006-01-03,18.26197786864451,18.783748664891498,18.157623974781465,18.67243766784668,79973000
2006-01-04,18.623742220453103,18.839407145498512,18.623742220453103,18.762880325317383,57975600
2006-01-05,18.755919310399157,18.87418740468731,18.72113512316863,18.776790618896484,48245500
2006-01-06,18.707219980822824,18.783746781216266,18.42894251611705,18.721134185791016,100963000
2006-01-09,18.735052083527425,18.83244888363891,18.61678397184981,18.68635368347168,55625000
2006-01-10,18.540247793074137,18.79765519799818,18.498506517954176,18.783740997314453,64921900
2006-01-11,18.790707318673302,19.05507062673693,18.714180504290628,18.985502243041992,70120700
2006-01-12,18.95766845529214,18.96462555707632,18.762873586129583,18.881141662597656,45994800
2006-01-13,18.804618804193776,18.95767108387276,18.790704598696134,18.915929794311523,41418000
2006-01-17,18.714178020336185,18.91593002168197,18.714178020336185,18.776790618896484,58566600
2006-01-18,18.60286706136455,18.769833548839667,18.57503997691787,18.66547966003418,52376200
2006-01-19,18.69331073863892,18.950716945957957,18.679396530964407,18.797664642333984,60367600
2006-01-20,18.790707966852644,18.790707966852644,18.268937109551064,18.373291015625,79165900
2006-01-23,18.37328425042369,18.4567681407025,18.296757461579077,18.33154296875,47925600
2006-01-24,18.324591560144224,18.40111837276313,18.2411076439298,18.28285026550293,63040700
2006-01-25,18.37329583567937,18.48460687495052,18.248070584766275,18.3663387298584,59072100
2006-01-26,18.477652492735157,18.588963548413545,18.303728802371108,18.435911178588867,69509300
2006-01-27,18.943766859684374,19.4446679060664,18.91593976095891,19.333356857299805,134520700
2006-01-30,19.354226871441952,19.604677394915463,19.326399772685104,19.47945213317871,103999200
2006-01-31,19.416832846081707,19.74380877424616,19.389005756864183,19.583799362182617,94841300
2006-02-01,19.45161018560269,19.52813697611769,19.312472134676224,19.507266998291016,68448800
2006-02-02,19.458577141194684,19.47249135141305,19.166385361269565,19.25682640075684,55073400
2006-02-03,19.117679306815145,19.270732904143117,19.02028252810214,19.159421920776367,75022700
2006-02-06,19.138561529069023,19.159432847953152,18.846369699353,18.90202522277832,60170500
2006-02-07,18.74896912883409,18.88810724620405,18.65157098704983,18.74201202392578,72159500
2006-02-08,18.790703883700363,18.839402274157425,18.58199478997232,18.721134185791016,51795200
2006-02-09,18.755924247590748,18.80462398023726,18.540259310741487,18.547216415405277,52861700
2006-02-10,18.519384416637283,18.70722088506073,18.442857612544817,18.56808280944824,52127000
2006-02-13,18.526351122139037,18.57505087061207,18.324600329052032,18.359384536743164,46707000
2006-02-14,18.373289994419626,18.561127811071643,18.33154869969646,18.54025650024414,58432900
2006-02-15,18.568187605960794,18.798544764060512,18.498382124112343,18.763641357421875,62808900
2006-02-16,18.742692075948323,18.77759413520136,18.547237082417944,18.71476936340332,48868500
2006-02-17,18.617047004749768,18.714773859277894,18.540260858232784,18.637989044189453,41513200
2006-02-21,18.65194482937015,18.65194482937015,18.386685713952318,18.526296615600582,50216100
2006-02-22,18.51931622011605,18.749673279352876,18.47743215012517,18.651945114135746,43043100
2006-02-23,18.65893079755532,18.77061901796717,18.52630186795913,18.61006736755371,47359100
2006-02-24,18.56120329114915,18.665910827710192,18.512339862849235,18.58912467956543,44753800
2006-02-27,18.672884429477104,19.028890983978688,18.61704034238439,18.882299423217773,51301500
2006-02-28,18.81249883693347,19.05681593158773,18.756654739379883,18.756654739379883,65036100
2006-03-01,18.833437397441,18.987009646802477,18.812496695384908,18.945125579833984,53061200
2006-03-02,18.86136136876701,18.91720546369412,18.77759456066224,18.82645797729492,41850300
2006-03-03,18.714771392717857,18.95908982826617,18.66590797189387,18.79853820800781,45218800
2006-03-06,18.79155900280489,18.952110635654183,18.72873421926761,18.784578323364254,53054100
2006-03-07,18.777590247664524,18.917201118629382,18.71476548887313,18.889278411865234,51613900
2006-03-08,18.840414214343923,19.1964207220515,18.82645286154883,19.021907806396484,57547400
2006-03-09,19.035871138634523,19.14057863262995,18.847396850585938,18.847396850585938,45360700
2006-03-10,18.889282140491694,19.00097032673896,18.76363259810648,18.966068267822266,41297200
2006-03-13,18.973050124633367,19.04983625673444,18.805517834854168,18.92418670654297,40342600
2006-03-14,18.875324736359147,19.112661166514297,18.8404213411684,19.007953643798828,39821800
2006-03-15,18.987005688547093,19.161518603583637,18.854375500319517,19.09869384765625,57152000
2006-03-16,19.084736827360253,19.182463655908883,19.00097002329844,19.035873413085938,73793700
2006-03-17,19.09171887756939,19.308114584092984,19.03587478132368,19.19642639160156,120615000
2006-03-20,19.33603907537612,19.538473443589798,19.3150970380733,19.46866798400879,67094100
2006-03-21,19.363954544067383,19.699019049969603,19.3220718136866,19.363954544067383,73199600
2006-03-22,18.903244964330167,19.196426808849733,18.70778995750769,18.95210838317871,145696100
2006-03-23,18.90323301557872,18.917194363975696,18.61005135637956,18.7426815032959,73682900
2006-03-24,18.644961424732127,18.993987296387267,18.582137992747995,18.85437774658203,69157600
2006-03-27,18.85437774658203,19.056812059799437,18.847397069377564,18.85437774658203,59908600
2006-03-28,18.85437782345645,18.993987373830905,18.71476694165394,18.777591705322266,58520500
2006-03-29,18.8124914281934,18.9870043307502,18.791549400572585,18.86135482788086,53150300
2006-03-30,18.868344057321,19.119641845552447,18.847402020206548,19.007953643798828,54612000
2006-03-31,19.056816630286374,19.2243502605179,18.99399185180664,18.99399185180664,62190500
2006-04-03,19.31509024987944,19.3569729783372,19.15453868126807,19.238304138183597,57605300
